gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,conm,curcd,costat,ggroup
008151,20211231,2021,INDL,C,D,STD,OKE,ONEOK INC,USD,A,1010
008199,20211231,2021,INDL,C,D,STD,OTTR,OTTER TAIL CORP,USD,A,5510
008213,20211231,2021,INDL,C,D,STD,OMI,OWENS & MINOR INC,USD,A,3510
008214,20211231,2021,INDL,C,D,STD,OC,OWENS CORNING,USD,A,2010
008215,20211231,2021,INDL,C,D,STD,OI,O-I GLASS INC,USD,A,1510
008219,20220131,2021,INDL,C,D,STD,OXM,OXFORD INDUSTRIES INC,USD,A,2520
008245,20211231,2021,INDL,C,D,STD,PNC,PNC FINANCIAL SVCS GROUP INC,USD,A,4010
008247,20211231,2021,INDL,C,D,STD,PPG,PPG INDUSTRIES INC,USD,A,1510
008253,20211231,2021,INDL,C,D,STD,PCAR,PACCAR INC,USD,A,2010
008264,20211231,2021,INDL,C,D,STD,PCG,PG&E CORP,USD,A,5510
008272,20211231,2021,INDL,C,D,STD,SRE,SEMPRA ENERGY,USD,A,5510
008334,20211231,2021,INDL,C,D,STD,PAR,PAR TECHNOLOGY CORP,USD,A,4520
008358,20210630,2021,INDL,C,D,STD,PH,PARKER-HANNIFIN CORP,USD,A,2010
008386,20211231,2021,INDL,C,D,STD,PATK,PATRICK INDUSTRIES INC,USD,A,2510
008431,20211231,2021,INDL,C,D,STD,AFG,AMERICAN FINANCIAL GROUP INC,USD,A,4030
008455,20211231,2021,INDL,C,D,STD,PPL,PPL CORP,USD,A,5510
008463,20211231,2021,INDL,C,D,STD,PNR,PENTAIR PLC,USD,A,2010
008479,20211231,2021,INDL,C,D,STD,PEP,PEPSICO INC,USD,A,3020
008486,20211231,2021,INDL,C,D,STD,TPC,TUTOR PERINI CORP,USD,A,2010
008512,20211231,2021,INDL,C,D,STD,PDCE,PDC ENERGY INC,USD,A,1010
008530,20211231,2021,INDL,C,D,STD,PFE,PFIZER INC,USD,A,3520
008539,20211231,2021,INDL,C,D,STD,EXC,EXELON CORP,USD,A,5510
008543,20211231,2021,INDL,C,D,STD,MO,ALTRIA GROUP INC,USD,A,3020
008549,20211231,2021,INDL,C,D,STD,COP,CONOCOPHILLIPS,USD,A,1010
008551,20220131,2021,INDL,C,D,STD,PVH,PVH CORP,USD,A,2520
008606,20211231,2021,INDL,C,D,STD,PBI,PITNEY BOWES INC,USD,A,2020
008692,20211231,2021,INDL,C,D,STD,PCH,POTLATCHDELTIC CORP,USD,A,6010
008762,20210630,2021,INDL,C,D,STD,PG,PROCTER & GAMBLE CO,USD,A,3030
008807,20211231,2021,INDL,C,D,STD,PNM,PNM RESOURCES INC,USD,A,5510
008810,20211231,2021,INDL,C,D,STD,PEG,PUBLIC SERVICE ENTRP GRP INC,USD,A,5510
008823,20211231,2021,INDL,C,D,STD,PHM,PULTEGROUP INC,USD,A,2520
008826,20210831,2021,INDL,C,D,STD,PCYO,PURE CYCLE CORP,USD,A,5510
008832,20220131,2021,INDL,C,D,STD,AGX,ARGAN INC,USD,A,2010
008850,20211231,2021,INDL,C,D,STD,KWR,QUAKER HOUGHTON,USD,A,1510
008898,20210930,2021,INDL,C,D,STD,RJF,RAYMOND JAMES FINANCIAL CORP,USD,A,4020
008901,20211231,2021,INDL,C,D,STD,RES,RPC INC,USD,A,1010
009063,20211231,2021,INDL,C,D,STD,AN,AUTONATION INC,USD,A,2550
009155,20220228,2021,INDL,C,D,STD,RAD,RITE AID CORP,USD,A,3010
009203,20210930,2021,INDL,C,D,STD,ROK,ROCKWELL AUTOMATION,USD,A,2010
009216,20211231,2021,INDL,C,D,STD,ROG,ROGERS CORP,USD,A,4520
009225,20211231,2021,INDL,C,D,STD,ROL,ROLLINS INC,USD,A,2020
009248,20220131,2021,INDL,C,D,STD,ROST,ROSS STORES INC,USD,A,2550
009273,20210630,2021,INDL,C,D,STD,RGLD,ROYAL GOLD INC,USD,A,1510
009299,20211231,2021,INDL,C,D,STD,R,RYDER SYSTEM INC,USD,A,2030
009317,20211231,2021,INDL,C,D,STD,SEIC,SEI INVESTMENTS CO,USD,A,4020
009324,20211231,2021,INDL,C,D,STD,SJW,SJW GROUP,USD,A,5510
009465,20211231,2021,INDL,C,D,STD,SLB,SCHLUMBERGER LTD,USD,A,1010
009538,20211231,2021,INDL,C,D,STD,SEB,SEABOARD CORP,USD,A,3020
009555,20211231,2021,INDL,C,D,STD,SEE,SEALED AIR CORP,USD,A,1510
009599,20220131,2021,INDL,C,D,STD,SMTC,SEMTECH CORP,USD,A,4530
009611,20211231,2021,INDL,C,D,STD,SCI,SERVICE CORP INTERNATIONAL,USD,A,2530
009664,20211231,2021,INDL,C,D,STD,SHEN,SHENANDOAH TELECOMMUN CO,USD,A,5010
009667,20211231,2021,INDL,C,D,STD,SHW,SHERWIN-WILLIAMS CO,USD,A,1510
009771,20211231,2021,INDL,C,D,STD,AOS,SMITH (A.O.),USD,A,2010
009778,20211231,2021,INDL,C,D,STD,SNA,SNAP-ON INC,USD,A,2010
009783,20211231,2021,INDL,C,D,STD,KEY,KEYCORP,USD,A,4010
009815,20211231,2021,INDL,C,D,STD,SON,SONOCO PRODUCTS CO,USD,A,1510
009831,20211231,2021,INDL,C,D,STD,SJI,SOUTH JERSEY INDUSTRIES INC,USD,A,5510
009846,20211231,2021,INDL,C,D,STD,EIX,EDISON INTERNATIONAL,USD,A,5510
009849,20211231,2021,INDL,C,D,STD,AWR,AMERICAN STATES WATER CO,USD,A,5510
009850,20211231,2021,INDL,C,D,STD,SO,SOUTHERN CO,USD,A,5510
009882,20211231,2021,INDL,C,D,STD,LUV,SOUTHWEST AIRLINES,USD,A,2030
009890,20211231,2021,INDL,C,D,STD,SWX,SOUTHWEST GAS HOLDINGS INC,USD,A,5510
009904,20211231,2021,INDL,C,D,STD,SWN,SOUTHWESTERN ENERGY CO,USD,A,1010
009969,20211231,2021,INDL,C,D,STD,STAA,STAAR SURGICAL CO,USD,A,3510
010000,20211231,2021,INDL,C,D,STD,SMP,STANDARD MOTOR PRODS,USD,A,2510
010008,20210630,2021,INDL,C,D,STD,SXI,STANDEX INTERNATIONAL CORP,USD,A,2010
010016,20211231,2021,INDL,C,D,STD,SWK,STANLEY BLACK & DECKER INC,USD,A,2010
010035,20211231,2021,INDL,C,D,STD,STT,STATE STREET CORP,USD,A,4020
010056,20211231,2021,INDL,C,D,STD,SCL,STEPAN CO,USD,A,1510
010086,20211231,2021,INDL,C,D,STD,STC,STEWART INFORMATION SERVICES,USD,A,4030
010096,20211231,2021,INDL,C,D,STD,PSA,PUBLIC STORAGE,USD,A,6010
010115,20211231,2021,INDL,C,D,STD,SYK,STRYKER CORP,USD,A,3510
010121,20211231,2021,INDL,C,D,STD,NAVI,NAVIENT CORP,USD,A,4020
010124,20211231,2021,INDL,C,D,STD,RGR,STURM RUGER & CO INC,USD,A,2520
010247,20210630,2021,INDL,C,D,STD,SYY,SYSCO CORP,USD,A,3010
010390,20211231,2021,INDL,C,D,STD,TRC,TEJON RANCH CO,USD,A,6010
010405,20211231,2021,INDL,C,D,STD,ATI,ALLEGHENY TECHNOLOGIES INC,USD,A,1510
010407,20211231,2021,INDL,C,D,STD,TFX,TELEFLEX INC,USD,A,3510
010411,20211231,2021,INDL,C,D,STD,TDS,TELEPHONE & DATA SYSTEMS INC,USD,A,5010
010441,20211231,2021,INDL,C,D,STD,TNC,TENNANT CO,USD,A,2010
010443,20211231,2021,INDL,C,D,STD,TEN,TENNECO INC,USD,A,2510
010453,20211231,2021,INDL,C,D,STD,TER,TERADYNE INC,USD,A,4530
010499,20211231,2021,INDL,C,D,STD,TXN,TEXAS INSTRUMENTS INC,USD,A,4530
010519,20211231,2021,INDL,C,D,STD,TXT,TEXTRON INC,USD,A,2010
010530,20211231,2021,INDL,C,D,STD,TMO,THERMO FISHER SCIENTIFIC INC,USD,A,3520
010549,20210731,2021,INDL,C,D,STD,THO,THOR INDUSTRIES INC,USD,A,2510
010565,20211231,2021,INDL,C,D,STD,TDW,TIDEWATER INC,USD,A,1010
010567,20211231,2021,INDL,C,D,STD,SIX,SIX FLAGS ENTERTAINMENT CORP,USD,A,2530
010581,20211231,2021,INDL,C,D,STD,TKR,TIMKEN CO,USD,A,2010
010609,20211231,2021,INDL,C,D,STD,TR,TOOTSIE ROLL INDUSTRIES INC,USD,A,3020
010618,20211031,2021,INDL,C,D,STD,TTC,TORO CO,USD,A,2010
010735,20211231,2021,INDL,C,D,STD,TRN,TRINITY INDUSTRIES,USD,A,2010
010789,20211231,2021,INDL,C,D,STD,TYL,TYLER TECHNOLOGIES INC,USD,A,4510
010793,20210930,2021,INDL,C,D,STD,TSN,TYSON FOODS INC  -CL A,USD,A,3020
010795,20211231,2021,INDL,C,D,STD,UAL,UNITED AIRLINES HOLDINGS INC,USD,A,2030
010801,20210930,2021,INDL,C,D,STD,UGI,UGI CORP,USD,A,5510
010840,20210831,2021,INDL,C,D,STD,UNF,UNIFIRST CORP,USD,A,2020
010860,20211231,2021,INDL,C,D,STD,AEE,AMEREN CORP,USD,A,5510
010867,20211231,2021,INDL,C,D,STD,UNP,UNION PACIFIC CORP,USD,A,2030
010894,20211231,2021,INDL,C,D,STD,UDR,UDR INC,USD,A,6010
010903,20211231,2021,INDL,C,D,STD,UNH,UNITEDHEALTH GROUP INC,USD,A,3510
010916,20211231,2021,INDL,C,D,STD,UMBF,UMB FINANCIAL CORP,USD,A,4010
010917,20211231,2021,INDL,C,D,STD,UMH,UMH PROPERTIES INC,USD,A,6010
010920,20211231,2021,INDL,C,D,STD,UPS,UNITED PARCEL SERVICE INC,USD,A,2030
010991,20211231,2021,INDL,C,D,STD,SGMS,SCIENTIFIC GAMES CORP,USD,A,2530
010999,20211231,2021,INDL,C,D,STD,UTL,UNITIL CORP,USD,A,5510
011012,20211231,2021,INDL,C,D,STD,SXT,SENSIENT TECHNOLOGIES CORP,USD,A,1510
011032,20211231,2021,INDL,C,D,STD,UHS,UNIVERSAL HEALTH SVCS INC,USD,A,3510
011051,20211231,2021,INDL,C,D,STD,UTMD,UTAH MEDICAL PRODUCTS INC,USD,A,3510
011065,20211231,2021,INDL,C,D,STD,VSEC,VSE CORP,USD,A,2020
011094,20211231,2021,INDL,C,D,STD,VMI,VALMONT INDUSTRIES INC,USD,A,2010
011124,20211231,2021,INDL,C,D,STD,VECO,VEECO INSTRUMENTS INC,USD,A,4530
011191,20211231,2021,INDL,C,D,STD,VSH,VISHAY INTERTECHNOLOGY INC,USD,A,4520
011220,20211231,2021,INDL,C,D,STD,VNO,VORNADO REALTY TRUST,USD,A,6010
011228,20211231,2021,INDL,C,D,STD,VMC,VULCAN MATERIALS CO,USD,A,1510
011234,20210831,2021,INDL,C,D,STD,WDFC,WD-40 CO,USD,A,3030
011259,20220131,2021,INDL,C,D,STD,WMT,WALMART INC,USD,A,3010
011264,20210831,2021,INDL,C,D,STD,WBA,WALGREENS BOOTS ALLIANCE INC,USD,A,3010
011300,20211231,2021,INDL,C,D,STD,GHC,GRAHAM HOLDINGS CO,USD,A,2530
011301,20211231,2021,INDL,C,D,STD,WRE,WASHINGTON REIT,USD,A,6010
011304,20211231,2021,INDL,C,D,STD,AVA,AVISTA CORP,USD,A,5510
011343,20211231,2021,INDL,C,D,STD,WMK,WEIS MARKETS INC,USD,A,3010
011376,20211231,2021,INDL,C,D,STD,WST,WEST PHARMACEUTICAL SVSC INC,USD,A,3520
011399,20210630,2021,INDL,C,D,STD,WDC,WESTERN DIGITAL CORP,USD,A,4520
011456,20211231,2021,INDL,C,D,STD,WY,WEYERHAEUSER CO,USD,A,6010
011465,20211231,2021,INDL,C,D,STD,WHR,WHIRLPOOL CORP,USD,A,2520
011506,20211231,2021,INDL,C,D,STD,WMB,WILLIAMS COS INC,USD,A,1010
011511,20220131,2021,INDL,C,D,STD,WSM,WILLIAMS-SONOMA INC,USD,A,2550
011537,20210831,2021,INDL,C,D,STD,WGO,WINNEBAGO INDUSTRIES,USD,A,2510
011550,20211231,2021,INDL,C,D,STD,WEC,WEC ENERGY GROUP INC,USD,A,5510
011554,20211231,2021,INDL,C,D,STD,LNT,ALLIANT ENERGY CORP,USD,A,5510
011566,20211231,2021,INDL,C,D,STD,WWW,WOLVERINE WORLD WIDE,USD,A,2520
011580,20210930,2021,INDL,C,D,STD,WWD,WOODWARD INC,USD,A,2010
011584,20220131,2021,INDL,C,D,STD,FL,FOOT LOCKER INC,USD,A,2550
011636,20211231,2021,INDL,C,D,STD,XRX,XEROX HOLDINGS CORP,USD,A,4520
011657,20211231,2021,INDL,C,D,STD,YORW,YORK WATER CO,USD,A,5510
011672,20220131,2021,INDL,C,D,STD,TJX,TJX COS INC (THE),USD,A,2550
011687,20211231,2021,INDL,C,D,STD,ZION,ZIONS BANCORPORATION NA,USD,A,4010
011721,20210930,2021,INDL,C,D,STD,OSK,OSHKOSH CORP,USD,A,2010
011729,20211231,2021,INDL,C,D,STD,WTM,WHITE MTNS INS GROUP LTD,USD,A,4030
011745,20211231,2021,INDL,C,D,STD,QLYS,QUALYS INC,USD,A,4510
011756,20211231,2021,INDL,C,D,STD,ALEX,ALEXANDER & BALDWIN INC,USD,A,6010
011770,20211231,2021,INDL,C,D,STD,SF,STIFEL FINANCIAL CORP,USD,A,4020
011796,20211231,2021,INDL,C,D,STD,LCII,LCI INDUSTRIES,USD,A,2510
011811,20210630,2021,INDL,C,D,STD,JKHY,HENRY (JACK) & ASSOCIATES,USD,A,4510
011842,20211231,2021,INDL,C,D,STD,ASB,ASSOCIATED BANC-CORP,USD,A,4010
011854,20211231,2021,INDL,C,D,STD,NMIH,NMI HOLDINGS INC,USD,A,4010
011861,20211231,2021,INDL,C,D,STD,VLY,VALLEY NATIONAL BANCORP,USD,A,4010
012081,20211231,2021,INDL,C,D,STD,LAND,GLADSTONE LAND CORP,USD,A,6010
012123,20220131,2021,INDL,C,D,STD,BIG,BIG LOTS INC,USD,A,2550
012124,20211231,2021,INDL,C,D,STD,MS,MORGAN STANLEY,USD,A,4020
012138,20211231,2021,INDL,C,D,STD,TROW,PRICE (T. ROWE) GROUP,USD,A,4020
012140,20211231,2021,INDL,C,D,STD,NNN,NATIONAL RETAIL PROPERTIES,USD,A,6010
012141,20210630,2021,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,A,4510
012151,20210630,2021,INDL,C,D,STD,COTY,COTY INC,USD,A,3030
012181,20211231,2021,INDL,C,D,STD,RGEN,REPLIGEN CORP,USD,A,3520
012262,20211231,2021,INDL,C,D,STD,ASTE,ASTEC INDUSTRIES INC,USD,A,2010
012266,20211231,2021,INDL,C,D,STD,WERN,WERNER ENTERPRISES INC,USD,A,2030
012389,20211231,2021,INDL,C,D,STD,HOG,HARLEY-DAVIDSON INC,USD,A,2510
012392,20211231,2021,INDL,C,D,STD,SKYW,SKYWEST INC,USD,A,2030
012395,20211031,2021,INDL,C,D,STD,TOL,TOLL BROTHERS INC,USD,A,2520
012428,20211231,2021,INDL,C,D,STD,POR,PORTLAND GENERAL ELECTRIC CO,USD,A,5510
012441,20211231,2021,INDL,C,D,STD,IT,GARTNER INC,USD,A,4510
012445,20211231,2021,INDL,C,D,STD,WTS,WATTS WATER TECHNOLOGIES INC,USD,A,2010
012459,20211231,2021,INDL,C,D,STD,NVR,NVR INC,USD,A,2520
012471,20211231,2021,INDL,C,D,STD,INT,WORLD FUEL SERVICES CORP,USD,A,1010
012482,20210930,2021,INDL,C,D,STD,CLFD,CLEARFIELD INC,USD,A,4520
012540,20211130,2021,INDL,C,D,STD,ADBE,ADOBE INC,USD,A,4510
012544,20211231,2021,INDL,C,D,STD,JOE,ST JOE CO,USD,A,6010
012568,20210930,2021,INDL,C,D,STD,DJCO,DAILY JOURNAL CORP,USD,A,5020
012598,20211231,2021,INDL,C,D,STD,PTSI,P.A.M. TRANSPORTATION SVCS,USD,A,2030
012603,20211231,2021,INDL,C,D,STD,CNO,CNO FINANCIAL GROUP INC,USD,A,4030
012615,20211231,2021,INDL,C,D,STD,MHO,M/I HOMES INC,USD,A,2520
012625,20211231,2021,INDL,C,D,STD,MRTN,MARTEN TRANSPORT LTD,USD,A,2030
012635,20211231,2021,INDL,C,D,STD,FISV,FISERV INC,USD,A,4510
012689,20211130,2021,INDL,C,D,STD,KBH,KB HOME,USD,A,2520
012711,20210930,2021,INDL,C,D,STD,CVM,CEL-SCI CORP,USD,A,3520
012726,20211231,2021,INDL,C,D,STD,UNM,UNUM GROUP,USD,A,4030
012785,20211231,2021,INDL,C,D,STD,PPC,PILGRIM'S PRIDE CORP,USD,A,3020
012825,20210930,2021,INDL,C,D,STD,JJSF,J & J SNACK FOODS CORP,USD,A,3020
012840,20211231,2021,INDL,C,D,STD,HTLD,HEARTLAND EXPRESS INC,USD,A,2030
012850,20211231,2021,INDL,C,D,STD,CERN,CERNER CORP,USD,A,3510
012874,20211231,2021,INDL,C,D,STD,ICAD,ICAD INC,USD,A,3510
012909,20211231,2021,INDL,C,D,STD,MKL,MARKEL CORP,USD,A,4030
012915,20211231,2021,INDL,C,D,STD,OSUR,ORASURE TECHNOLOGIES INC,USD,A,3510
012945,20210930,2021,INDL,C,D,STD,PLXS,PLEXUS CORP,USD,A,4520
012972,20210930,2021,INDL,C,D,STD,IMKTA,INGLES MARKETS INC  -CL A,USD,A,3010
013041,20211231,2021,INDL,C,D,STD,SNV,SYNOVUS FINANCIAL CORP,USD,A,4010
013071,20211231,2021,INDL,C,D,STD,RDNT,RADNET INC,USD,A,3510
013092,20210930,2021,INDL,C,D,STD,JACK,JACK IN THE BOX INC,USD,A,2530
013200,20211031,2021,INDL,C,D,STD,PLAB,PHOTRONICS INC,USD,A,4530
013323,20211031,2021,INDL,C,D,STD,SAFM,SANDERSON FARMS INC,USD,A,3020
013341,20211231,2021,INDL,C,D,STD,PGR,PROGRESSIVE CORP-OHIO,USD,A,4030
013342,20211231,2021,INDL,C,D,STD,RLI,RLI CORP,USD,A,4030
013421,20211231,2021,INDL,C,D,STD,CDNS,CADENCE DESIGN SYSTEMS INC,USD,A,4510
013453,20211231,2021,INDL,C,D,STD,OPY,OPPENHEIMER HOLDINGS INC,USD,A,4020
013480,20211231,2021,INDL,C,D,STD,EBIX,EBIX INC,USD,A,4510
013498,20211130,2021,INDL,C,D,STD,CCL,CARNIVAL CORPORATION & PLC,USD,A,2530
013510,20211231,2021,INDL,C,D,STD,DRE,DUKE REALTY CORP,USD,A,6010
013561,20211231,2021,INDL,C,D,STD,MBI,MBIA INC,USD,A,4030
013562,20211231,2021,INDL,C,D,STD,BDN,BRANDYWINE REALTY TRUST,USD,A,6010
013570,20211231,2021,INDL,C,D,STD,MIDD,MIDDLEBY CORP,USD,A,2010
013579,20211231,2021,INDL,C,D,STD,EQC,EQUITY COMMONWEALTH,USD,A,6010
013580,20211231,2021,INDL,C,D,STD,UHT,UNIVERSAL HEALTH RLTY INCOME,USD,A,6010
013623,20211231,2021,INDL,C,D,STD,CNMD,CONMED CORP,USD,A,3510
013721,20211231,2021,INDL,C,D,STD,ZTS,ZOETIS INC,USD,A,3520
013786,20211231,2021,INDL,C,D,STD,HRTX,HERON THERAPEUTICS INC,USD,A,3520
013824,20210930,2021,INDL,C,D,STD,FICO,FAIR ISAAC CORP,USD,A,4510
013906,20210930,2021,INDL,C,D,STD,JOUT,JOHNSON OUTDOORS INC  -CL A,USD,A,2520
013963,20211231,2021,INDL,C,D,STD,VGR,VECTOR GROUP LTD,USD,A,3020
013988,20211231,2021,INDL,C,D,STD,SCHW,SCHWAB (CHARLES) CORP,USD,A,4020
014027,20211231,2021,INDL,C,D,STD,CLH,CLEAN HARBORS INC,USD,A,2020
014084,20211231,2021,INDL,C,D,STD,AIN,ALBANY INTL CORP  -CL A,USD,A,2010
014113,20210930,2021,INDL,C,D,STD,MITK,MITEK SYSTEMS INC,USD,A,4510
014172,20211231,2021,INDL,C,D,STD,FULT,FULTON FINANCIAL CORP,USD,A,4010
014225,20211231,2021,INDL,C,D,STD,FAST,FASTENAL CO,USD,A,2010
014253,20211231,2021,INDL,C,D,STD,WABC,WESTAMERICA BANCORPORATION,USD,A,4010
014269,20211231,2021,INDL,C,D,STD,HLF,HERBALIFE NUTRITION LTD,USD,A,3030
014275,20211231,2021,INDL,C,D,STD,FRC,FIRST REPUBLIC BANK,USD,A,4010
014282,20211231,2021,INDL,C,D,STD,APH,AMPHENOL CORP,USD,A,4520
014309,20211231,2021,INDL,C,D,STD,IPAR,INTER PARFUMS INC,USD,A,3030
014311,20211231,2021,INDL,C,D,STD,PII,POLARIS INC,USD,A,2520
014320,20211231,2021,INDL,C,D,STD,ICPT,INTERCEPT PHARMA INC,USD,A,3520
014359,20211231,2021,INDL,C,D,STD,PXD,PIONEER NATURAL RESOURCES CO,USD,A,1010
014369,20211231,2021,INDL,C,D,STD,USM,US CELLULAR CORP,USD,A,5010
014370,20211231,2021,INDL,C,D,STD,MAN,MANPOWERGROUP,USD,A,2020
014403,20211231,2021,INDL,C,D,STD,DX,DYNEX CAPITAL INC,USD,A,4020
014418,20211231,2021,INDL,C,D,STD,MGM,MGM RESORTS INTERNATIONAL,USD,A,2530
014477,20211231,2021,INDL,C,D,STD,WM,WASTE MANAGEMENT INC,USD,A,2020
014561,20210630,2021,INDL,C,D,STD,IIVI,II-VI INC,USD,A,4520
014590,20211231,2021,INDL,C,D,STD,FCX,FREEPORT-MCMORAN INC,USD,A,1510
014624,20211231,2021,INDL,C,D,STD,ODP,ODP CORP,USD,A,2550
014790,20211231,2021,INDL,C,D,STD,MTH,MERITAGE HOMES CORP,USD,A,2520
014793,20211231,2021,INDL,C,D,STD,ARCH,ARCH RESOURCES INC,USD,A,1010
014822,20211231,2021,INDL,C,D,STD,WRB,BERKLEY (W R) CORP,USD,A,4030
014824,20211231,2021,INDL,C,D,STD,CINF,CINCINNATI FINANCIAL CORP,USD,A,4030
014828,20211231,2021,INDL,C,D,STD,ORI,OLD REPUBLIC INTL CORP,USD,A,4030
014891,20211231,2021,INDL,C,D,STD,MGPI,MGP INGREDIENTS INC,USD,A,3020
014898,20211231,2021,INDL,C,D,STD,DDD,3D SYSTEMS CORP,USD,A,4520
014934,20211231,2021,INDL,C,D,STD,DVN,DEVON ENERGY CORP,USD,A,1010
014954,20210831,2021,INDL,C,D,STD,LNN,LINDSAY CORP,USD,A,2010
014960,20211231,2021,INDL,C,D,STD,LH,LABORATORY CP OF AMER HLDGS,USD,A,3510
015044,20220131,2021,INDL,C,D,STD,WDAY,WORKDAY INC,USD,A,4510
015060,20211231,2021,INDL,C,D,STD,CPE,CALLON PETROLEUM CO/DE,USD,A,1010
015101,20211231,2021,INDL,C,D,STD,MFA,MFA FINANCIAL INC,USD,A,4020
015247,20211231,2021,INDL,C,D,STD,VLO,VALERO ENERGY CORP,USD,A,1010
015252,20211231,2021,INDL,C,D,STD,TRS,TRIMAS CORP,USD,A,1510
015267,20211231,2021,INDL,C,D,STD,IEX,IDEX CORP,USD,A,2010
015343,20211231,2021,INDL,C,D,STD,MLI,MUELLER INDUSTRIES,USD,A,2010
015417,20211231,2021,INDL,C,D,STD,BRO,BROWN & BROWN INC,USD,A,4030
015420,20220131,2021,INDL,C,D,STD,AMBA,AMBARELLA INC,USD,A,4530
015459,20211231,2021,INDL,C,D,STD,TG,TREDEGAR CORP,USD,A,1510
015520,20220131,2021,INDL,C,D,STD,SIG,SIGNET JEWELERS LTD,USD,A,2550
016009,20220131,2021,INDL,C,D,STD,SPWH,SPORTSMANS WAREHOUSE HLDGS,USD,A,2550
016101,20211231,2021,INDL,C,D,STD,ABBV,ABBVIE INC,USD,A,3520
016113,20211231,2021,INDL,C,D,STD,APAM,ARTISAN PARTNERS ASSET MGMT,USD,A,4020
016125,20211231,2021,INDL,C,D,STD,GMRE,GLOBAL MEDICAL REIT,USD,A,6010
016188,20211231,2021,INDL,C,D,STD,CGNX,COGNEX CORP,USD,A,4520
016269,20210930,2021,INDL,C,D,STD,ENTA,ENANTA PHARMACEUTICALS INC,USD,A,3520
016384,20211231,2021,INDL,C,D,STD,VOYA,VOYA FINANCIAL INC,USD,A,4020
016477,20211231,2021,INDL,C,D,STD,LEA,LEAR CORP,USD,A,2510
016478,20211231,2021,INDL,C,D,STD,EOG,EOG RESOURCES INC,USD,A,1010
016486,20211231,2021,INDL,C,D,STD,BCC,BOISE CASCADE CO,USD,A,2010
016549,20211231,2021,INDL,C,D,STD,SFBS,SERVISFIRST BANCSHARES INC,USD,A,4010
016597,20211231,2021,INDL,C,D,STD,LSCC,LATTICE SEMICONDUCTOR CORP,USD,A,4530
016653,20211231,2021,INDL,C,D,STD,TMHC,TAYLOR MORRISON HOME CORP,USD,A,2520
016668,20211231,2021,INDL,C,D,STD,AROW,ARROW FINANCIAL CORP,USD,A,4010
016705,20211231,2021,INDL,C,D,STD,CPF,CENTRAL PACIFIC FINANCIAL CP,USD,A,4010
016710,20210930,2021,INDL,C,D,STD,DGII,DIGI INTERNATIONAL INC,USD,A,4520
016745,20211231,2021,INDL,C,D,STD,PRTA,PROTHENA CORP PLC,USD,A,3520
016777,20211231,2021,INDL,C,D,STD,FBNC,FIRST BANCORP/NC,USD,A,4010
016781,20211231,2021,INDL,C,D,STD,CHCO,CITY HOLDING CO,USD,A,4010
016790,20211231,2021,INDL,C,D,STD,CBU,COMMUNITY BANK SYSTEM INC,USD,A,4010
016821,20211231,2021,INDL,C,D,STD,FBP,FIRST BANCORP P R,USD,A,4010
016832,20211231,2021,INDL,C,D,STD,GBCI,GLACIER BANCORP INC,USD,A,4010
016845,20211231,2021,INDL,C,D,STD,FRME,FIRST MERCHANTS CORP,USD,A,4010
016889,20211231,2021,INDL,C,D,STD,INDB,INDEPENDENT BANK CORP/MA,USD,A,4010
016890,20211231,2021,INDL,C,D,STD,IBCP,INDEPENDENT BANK CORP/MI,USD,A,4010
016967,20211231,2021,INDL,C,D,STD,HIFS,HINGHAM INSTN FOR SAVINGS,USD,A,4010
016981,20211231,2021,INDL,C,D,STD,OFG,OFG BANCORP,USD,A,4010
017010,20211231,2021,INDL,C,D,STD,LSXMK,LIBERTY MEDIA SIRIUSXM GROUP,USD,A,5020
017035,20211231,2021,INDL,C,D,STD,MCY,MERCURY GENERAL CORP,USD,A,4030
017073,20211231,2021,INDL,C,D,STD,NWLI,NATIONAL WESTERN LIFE GROUP,USD,A,4030
017095,20211231,2021,INDL,C,D,STD,ONB,OLD NATIONAL BANCORP,USD,A,4010
017101,20211231,2021,INDL,C,D,STD,IMGN,IMMUNOGEN INC,USD,A,3520
017106,20211231,2021,INDL,C,D,STD,PEBO,PEOPLES BANCORP INC/OH,USD,A,4010
017115,20211231,2021,INDL,C,D,STD,SIGI,SELECTIVE INS GROUP INC,USD,A,4030
017120,20211231,2021,INDL,C,D,STD,SIVB,SVB FINANCIAL GROUP,USD,A,4010
017132,20211231,2021,INDL,C,D,STD,WSFS,WSFS FINANCIAL CORP,USD,A,4010
017145,20210930,2021,INDL,C,D,STD,WAFD,WASHINGTON FEDERAL INC,USD,A,4010
017150,20211231,2021,INDL,C,D,STD,WBS,WEBSTER FINANCIAL CORP,USD,A,4010
017151,20211231,2021,INDL,C,D,STD,WSBC,WESBANCO INC,USD,A,4010
017184,20211231,2021,INDL,C,D,STD,SBCF,SEACOAST BANKING CORP/FL,USD,A,4010
017195,20211231,2021,INDL,C,D,STD,FFBC,FIRST FINL BANCORP INC/OH,USD,A,4010
017199,20211231,2021,INDL,C,D,STD,BLFS,BIOLIFE SOLUTIONS INC,USD,A,3510
017240,20211231,2021,INDL,C,D,STD,TMP,TOMPKINS FINANCIAL CORP,USD,A,4010
017245,20211231,2021,INDL,C,D,STD,TRST,TRUSTCO BANK CORP/NY,USD,A,4010
